ID,Code,Salary,Occupacy,Ages,Weight,Size,Feet_size,Performance
523,56*****,High,Y,<17,25.5,158.7,41,1
524,23*****,Medium,Y,<17,73.6,127.6,37,1
525,12*****,Low,N,17+,36.5,104.8,39,0
526,34*****,High,Y,17+,47.8,129.7,34,1
527,23*****,Medium,Y,<17,31.2,166.4,42,1
528,23*****,High,Y,<17,43.5,199.1,34,0
529,34*****,High,Y,<17,21.1,185.9,40,0
530,12*****,Low,N,<17,40.9,113.3,40,0
531,45*****,Medium,Y,,48.4,161.2,38,0
532,56*****,High,Y,<17,77.8,189.9,35,1
533,23*****,Low,N,<17,33.6,198.9,40,0
534,56*****,High,Y,17+,43.7,116.5,36,1
535,56*****,High,Y,<17,30.4,198.4,40,0
536,56*****,High,Y,17+,77.5,197.6,40,0
537,12*****,Medium,Y,<17,58.3,117.1,42,1
538,45*****,High,Y,17+,22.7,169.6,42,0
539,23*****,Medium,Y,<17,74.1,113.3,38,0
540,56*****,Low,N,<17,54.3,117.0,38,0
541,23*****,High,Y,<17,60.6,109.8,38,0
542,23*****,Medium,Y,<17,28.9,173.7,35,0
543,45*****,Medium,Y,<17,78.4,172.8,38,1
544,67*****,Medium,Y,,37.1,152.4,37,1
545,34*****,High,Y,<17,73.6,100.5,36,1
546,56*****,Low,N,17+,75.0,154.5,37,0
547,23*****,Medium,Y,<17,69.0,167.2,41,0
548,34*****,Low,N,17+,23.5,195.9,37,0
549,56*****,Medium,Y,<17,75.7,136.7,41,1
550,34*****,High,Y,<17,43.9,150.1,37,0
551,12*****,Medium,Y,<17,75.2,121.5,42,0
552,45*****,Low,N,<17,36.5,111.7,38,0
553,23*****,High,Y,<17,60.6,192.9,42,0
554,34*****,Medium,Y,<17,45.7,176.6,34,0
555,12*****,High,Y,17+,60.8,151.1,42,1
556,34*****,High,Y,17+,58.6,178.5,40,1
557,45*****,High,Y,<17,62.0,164.6,36,0
558,34*****,High,Y,<17,45.3,123.6,34,1
559,12*****,Medium,Y,<17,65.3,107.9,38,1
560,12*****,Medium,Y,17+,47.7,149.9,42,1
561,34*****,Medium,Y,<17,52.3,175.9,38,1
562,34*****,Medium,Y,<17,41.1,149.6,35,1
563,23*****,Medium,Y,<17,61.6,124.6,42,0
564,23*****,Medium,Y,<17,72.1,174.9,39,0
565,34*****,Medium,Y,<17,60.7,124.2,41,0
566,56*****,Medium,Y,,25.1,146.0,37,1
567,34*****,Medium,Y,<17,41.8,148.7,36,0
568,56*****,High,Y,<17,34.2,111.2,39,1
569,34*****,High,Y,17+,40.8,130.9,42,1
570,34*****,High,Y,<17,77.0,187.6,39,0
571,12*****,Medium,Y,17+,30.5,179.4,39,1
572,45*****,Medium,Y,<17,79.2,123.0,37,0
573,34*****,High,Y,<17,49.1,111.5,38,0
574,56*****,High,Y,<17,43.9,101.6,35,1
575,45*****,Medium,Y,<17,44.8,170.4,37,1
576,12*****,Medium,Y,17+,50.9,122.9,41,0
577,23*****,High,Y,<17,66.2,139.9,37,0
578,67*****,Low,N,<17,31.4,172.3,37,0
579,34*****,Low,N,<17,58.0,145.4,34,1
580,67*****,Medium,Y,17+,39.9,178.5,42,0
581,34*****,Medium,Y,<17,66.4,159.6,38,1
582,56*****,Medium,Y,17+,31.2,151.7,42,1
583,12*****,Medium,Y,<17,69.1,167.6,41,0
584,67*****,Medium,Y,<17,30.3,193.0,41,1
585,56*****,High,Y,17+,76.3,141.7,39,1
586,23*****,Medium,Y,17+,64.7,147.0,36,0
587,12*****,Low,N,<17,30.8,197.6,39,1
588,67*****,Medium,Y,<17,58.8,108.4,40,1
589,12*****,Medium,Y,<17,39.1,142.1,39,0
590,12*****,High,Y,<17,20.6,111.0,42,0
591,45*****,High,Y,17+,43.2,102.3,42,1
592,56*****,High,Y,<17,58.8,165.0,34,1
593,45*****,High,Y,<17,39.9,160.4,36,0
594,34*****,Medium,Y,<17,28.2,121.6,35,0
595,67*****,High,Y,17+,76.9,184.1,35,1
596,56*****,High,Y,<17,63.8,123.8,35,1
597,23*****,High,Y,<17,59.8,108.0,34,1
598,12*****,High,Y,<17,32.5,158.7,37,1
599,34*****,High,Y,<17,47.9,119.3,39,1
600,34*****,High,Y,<17,24.7,193.2,40,0
601,12*****,High,Y,<17,79.9,149.2,42,0
602,56*****,High,Y,<17,68.0,148.8,34,0
603,34*****,Low,N,<17,71.2,199.1,42,1
604,56*****,Medium,Y,17+,36.4,173.4,35,1
605,34*****,Medium,Y,17+,79.7,103.7,35,1
606,45*****,Low,N,17+,61.8,159.6,41,1
607,12*****,Low,N,<17,24.0,113.6,41,1
608,12*****,High,Y,<17,31.7,160.7,35,0
609,56*****,High,Y,17+,25.8,159.5,40,1
610,45*****,Medium,Y,<17,29.8,105.4,42,1
611,34*****,Low,N,17+,67.3,149.7,38,1
612,12*****,Medium,Y,<17,70.3,135.4,34,0
613,12*****,High,Y,<17,54.9,189.9,36,1
614,12*****,Medium,Y,17+,72.1,178.2,39,1
615,67*****,High,Y,<17,76.8,167.0,39,1
616,56*****,Medium,Y,17+,41.1,147.9,38,1
617,45*****,Medium,Y,17+,22.1,154.0,39,0
618,34*****,High,Y,<17,53.2,170.9,35,1
619,12*****,Low,N,<17,25.4,146.8,37,1
620,45*****,High,Y,<17,50.0,180.2,40,1
621,56*****,High,Y,17+,43.6,120.9,39,0
622,45*****,High,Y,<17,41.5,145.7,35,0
623,12*****,High,Y,<17,57.6,164.8,34,0
624,34*****,High,Y,17+,70.7,143.5,39,1
625,34*****,Low,N,17+,26.8,146.5,42,0
626,67*****,High,Y,<17,36.8,158.4,38,0
627,56*****,Medium,Y,<17,32.7,141.0,34,1
628,34*****,High,Y,<17,58.9,131.0,42,0
629,56*****,High,Y,<17,61.1,116.4,41,1
630,23*****,Low,N,<17,36.7,139.7,36,0
631,12*****,High,Y,<17,35.1,104.4,35,1
632,56*****,Low,N,<17,39.4,199.4,42,0
633,23*****,Low,N,<17,58.9,191.1,41,0
634,56*****,High,Y,17+,46.6,113.1,37,0
635,45*****,Medium,Y,<17,46.1,173.2,41,1
636,12*****,Low,N,<17,72.2,153.8,34,0
637,23*****,Medium,Y,17+,48.2,174.0,35,0
638,34*****,High,Y,<17,77.0,121.9,34,0
639,56*****,High,Y,<17,20.3,154.8,42,1
640,45*****,High,Y,<17,29.1,150.7,41,1
641,67*****,Low,N,<17,49.4,150.4,38,0
642,67*****,High,Y,<17,60.9,121.2,40,1
643,34*****,Medium,Y,<17,68.6,133.4,35,1
644,34*****,Medium,Y,<17,62.6,137.8,37,0
645,34*****,High,Y,<17,35.7,125.3,42,0
646,56*****,High,Y,<17,37.3,150.4,42,0
647,34*****,High,Y,<17,56.9,166.5,38,1
648,12*****,Medium,Y,<17,36.4,140.5,42,0
649,12*****,High,Y,<17,51.4,153.4,41,1
650,12*****,Medium,Y,17+,37.3,144.1,40,0
651,45*****,Medium,Y,<17,57.2,195.6,41,0
652,34*****,High,Y,<17,70.1,164.7,39,1
653,12*****,Low,N,17+,50.1,140.3,37,0
654,56*****,Medium,Y,17+,33.4,167.9,37,1
655,23*****,High,Y,17+,77.6,109.7,37,1
656,56*****,High,Y,17+,67.4,112.8,37,1
657,12*****,Low,N,<17,30.4,110.3,38,0
658,56*****,Medium,Y,17+,39.6,179.2,34,0
659,67*****,High,Y,17+,24.4,127.6,37,1
660,45*****,High,Y,17+,44.7,159.7,37,1
661,12*****,Medium,Y,17+,53.6,149.7,39,0
662,12*****,Medium,Y,17+,55.5,100.1,41,1
663,45*****,Medium,Y,<17,59.1,155.8,41,1
664,45*****,High,Y,<17,51.8,132.5,35,1
665,56*****,Medium,Y,17+,46.9,156.7,36,0
666,45*****,High,Y,,27.7,164.3,40,1
667,56*****,Medium,Y,<17,76.4,117.6,35,1
668,56*****,Medium,Y,<17,67.8,110.6,38,0
669,12*****,High,Y,17+,45.3,135.6,40,0
670,45*****,Low,N,17+,71.5,113.4,38,1
671,12*****,High,Y,,34.9,157.8,41,0
672,56*****,High,Y,17+,38.5,112.5,36,0
673,23*****,Low,N,<17,49.7,125.6,36,0
674,45*****,High,Y,17+,71.0,191.0,40,1
675,56*****,Medium,Y,<17,38.7,116.1,37,1
676,23*****,Medium,Y,,29.7,184.3,37,1
677,56*****,Low,N,<17,63.6,143.9,41,0
678,67*****,Medium,Y,17+,80.0,189.8,42,0
679,12*****,High,Y,17+,39.3,181.7,42,0
680,12*****,Medium,Y,<17,76.4,183.1,36,1
681,56*****,High,Y,,70.7,101.9,36,1
682,34*****,Medium,Y,17+,56.8,184.7,37,1
683,12*****,High,Y,<17,36.7,131.8,34,1
684,12*****,Medium,Y,17+,72.8,155.0,35,1
685,56*****,High,Y,<17,32.2,145.3,34,0
686,45*****,High,Y,<17,22.0,121.2,36,1
687,67*****,Low,N,<17,73.9,190.5,40,1
688,56*****,High,Y,<17,79.3,110.9,39,0
689,45*****,Medium,Y,17+,73.6,119.4,36,1
690,34*****,High,Y,<17,75.4,147.1,42,1
691,67*****,Low,N,<17,69.2,179.8,39,0
692,12*****,Medium,Y,17+,60.4,195.6,39,1
693,23*****,Medium,Y,<17,77.8,125.0,42,1
694,12*****,High,Y,<17,22.1,168.8,38,1
695,23*****,Low,N,<17,48.9,130.0,41,0
696,12*****,Medium,Y,<17,20.4,133.1,39,1
697,23*****,High,Y,17+,35.3,153.9,42,1
698,67*****,Medium,Y,17+,40.2,197.8,39,0
699,67*****,High,Y,<17,47.3,192.4,36,0
700,34*****,High,Y,<17,70.8,101.8,39,0
701,45*****,Medium,Y,17+,39.9,124.6,39,0
702,45*****,Medium,Y,<17,61.1,127.4,40,1
703,12*****,Medium,Y,<17,66.3,135.6,35,1
704,34*****,High,Y,<17,61.8,187.1,38,1
705,45*****,High,Y,<17,60.5,178.9,37,0
706,67*****,Medium,Y,<17,23.1,113.6,41,0
707,34*****,Medium,Y,<17,48.4,168.8,38,1
708,56*****,High,Y,<17,52.5,120.2,38,1
709,12*****,Medium,Y,17+,43.5,134.3,38,0
710,12*****,High,Y,<17,33.1,145.8,40,0
711,34*****,High,Y,<17,36.5,103.0,34,1
712,12*****,High,Y,<17,30.8,197.9,41,1
713,12*****,Medium,Y,17+,22.6,139.8,36,0
714,12*****,Medium,Y,<17,60.2,189.2,37,0
715,34*****,Medium,Y,17+,37.6,174.9,40,1
716,34*****,Medium,Y,<17,38.2,113.5,38,1
717,23*****,Low,N,<17,32.6,113.8,40,1
718,56*****,Medium,Y,<17,72.1,139.2,34,1
719,34*****,High,Y,<17,73.6,182.3,39,1
720,12*****,High,Y,17+,25.0,194.8,36,0
721,34*****,Medium,Y,17+,26.7,138.7,41,1
722,23*****,Low,N,<17,45.9,129.6,39,1
723,45*****,Low,N,17+,54.2,111.7,40,0
724,12*****,Low,N,17+,60.5,189.7,35,0
725,34*****,High,Y,<17,78.2,103.0,41,0
726,56*****,High,Y,17+,62.1,130.0,38,1
727,34*****,High,Y,<17,50.6,158.6,38,0
728,45*****,Low,N,<17,79.6,107.5,39,0
729,45*****,High,Y,17+,64.1,137.6,39,1
730,34*****,High,Y,17+,56.6,175.5,40,0
731,56*****,High,Y,<17,46.5,180.3,42,0
732,12*****,Medium,Y,<17,59.1,186.4,34,1
733,67*****,Medium,Y,<17,76.6,160.9,34,1
734,56*****,Low,N,<17,55.1,153.7,34,1
735,56*****,Medium,Y,17+,48.3,145.9,41,1
736,23*****,High,Y,<17,37.4,137.7,42,1
737,67*****,Low,N,17+,53.3,122.4,38,1
738,34*****,Medium,Y,17+,28.7,118.4,41,0
739,56*****,High,Y,17+,43.8,180.7,40,0
740,34*****,Medium,Y,17+,25.8,156.9,42,1
741,12*****,High,Y,<17,46.8,119.3,36,1
742,23*****,Medium,Y,<17,71.8,190.6,36,1
743,56*****,High,Y,<17,56.1,106.4,36,1
744,45*****,Low,N,<17,37.7,170.2,36,0
745,56*****,High,Y,<17,42.9,177.7,41,0
746,56*****,High,Y,<17,40.9,106.1,39,0
747,56*****,Medium,Y,<17,47.7,116.4,38,0
748,23*****,Medium,Y,<17,76.3,191.8,38,1
749,56*****,Medium,Y,17+,27.4,147.2,42,1
750,12*****,High,Y,<17,49.1,146.8,40,0
751,45*****,High,Y,<17,50.4,103.8,37,0
752,45*****,Low,N,17+,70.8,173.3,39,1
753,34*****,Medium,Y,<17,27.8,167.3,34,1
754,56*****,High,Y,<17,26.8,160.9,35,0
755,12*****,Medium,Y,17+,76.9,121.2,36,1
756,56*****,High,Y,17+,44.4,184.0,35,1
757,12*****,Medium,Y,17+,20.7,156.2,42,1
758,23*****,High,Y,<17,33.0,129.8,40,0
759,23*****,Low,N,17+,45.7,166.4,38,0
760,56*****,High,Y,17+,24.6,106.8,39,0
761,23*****,Medium,Y,17+,24.5,185.0,41,1
762,12*****,Medium,Y,17+,34.1,119.6,36,0
763,56*****,Medium,Y,<17,41.3,117.7,38,0
764,45*****,High,Y,17+,76.3,170.6,35,1
765,34*****,High,Y,17+,33.7,171.7,40,0
766,34*****,High,Y,17+,25.9,133.4,42,1
767,34*****,High,Y,17+,64.8,158.0,36,0
768,45*****,High,Y,<17,27.5,120.4,40,0
769,23*****,Medium,Y,17+,67.8,192.5,42,0
770,34*****,High,Y,17+,67.9,108.6,34,0
771,45*****,Medium,Y,17+,37.2,138.5,35,1
772,12*****,High,Y,17+,63.7,106.0,39,1
773,12*****,High,Y,17+,65.4,196.9,38,0
774,56*****,High,Y,17+,58.7,138.2,40,0
775,23*****,Low,N,17+,31.2,120.3,42,1
776,12*****,Low,N,<17,65.3,108.7,42,1
777,23*****,Medium,Y,<17,62.2,104.1,38,1
778,67*****,Low,N,<17,77.9,100.5,39,1
779,34*****,High,Y,<17,60.5,109.3,39,0
780,23*****,High,Y,<17,52.5,123.2,41,0
781,56*****,Medium,Y,<17,51.0,178.0,35,0
782,12*****,High,Y,<17,56.8,180.0,41,0
783,23*****,High,Y,<17,68.6,134.6,35,0
784,12*****,Low,N,<17,46.4,175.7,35,0
785,23*****,Medium,Y,17+,49.4,107.3,38,1
786,23*****,Low,N,17+,46.8,130.2,39,0
787,56*****,High,Y,17+,56.0,199.6,34,0
788,34*****,High,Y,17+,52.4,174.1,41,1
789,34*****,High,Y,<17,75.0,114.6,41,0
790,34*****,High,Y,<17,26.2,155.4,40,0
791,67*****,High,Y,17+,47.3,159.2,35,0
792,23*****,Medium,Y,<17,52.8,142.5,40,0
793,12*****,Medium,Y,<17,23.3,102.8,38,0
794,34*****,Medium,Y,<17,75.3,143.5,34,1
795,56*****,High,Y,<17,41.0,146.4,41,1
796,23*****,High,Y,<17,58.3,125.9,40,1
797,12*****,Medium,Y,17+,33.2,104.5,36,1
798,12*****,High,Y,<17,29.3,165.0,41,0
799,23*****,Medium,Y,<17,48.9,159.4,39,0
800,56*****,High,Y,17+,77.9,199.1,40,1
801,23*****,High,Y,<17,50.5,194.7,36,0
802,12*****,High,Y,<17,56.9,124.2,41,0
803,12*****,High,Y,<17,34.4,128.6,39,0
804,56*****,Low,N,<17,44.6,177.1,38,0
805,23*****,Low,N,,30.6,155.2,36,1
806,34*****,Medium,Y,17+,45.5,194.8,36,0
807,34*****,High,Y,<17,42.7,135.0,36,0
808,56*****,High,Y,17+,64.4,191.1,39,0
809,45*****,High,Y,<17,76.5,163.3,35,0
810,45*****,Low,N,17+,51.6,170.1,35,1
811,12*****,High,Y,17+,30.8,114.6,38,1
812,45*****,High,Y,17+,36.9,115.4,35,0
813,12*****,Low,N,17+,31.4,186.7,41,0
814,45*****,High,Y,17+,67.7,129.0,35,1
815,34*****,High,Y,<17,36.4,111.8,34,1
816,12*****,Low,N,<17,32.9,166.5,38,1
817,12*****,Medium,Y,17+,66.9,123.1,34,0
818,56*****,High,Y,17+,45.7,125.9,42,0
819,45*****,Medium,Y,17+,23.4,145.6,38,0
820,67*****,High,Y,<17,76.8,137.5,37,1
821,12*****,High,Y,17+,21.2,131.7,40,1
822,12*****,High,Y,<17,51.7,192.1,37,1
823,12*****,High,Y,<17,66.4,100.9,40,1
824,12*****,High,Y,17+,40.3,175.2,36,1
825,56*****,Medium,Y,17+,63.4,173.1,39,0
826,56*****,High,Y,17+,36.3,191.0,36,0
827,56*****,Medium,Y,<17,53.2,179.3,42,0
828,23*****,Medium,Y,17+,30.6,106.7,41,0
829,56*****,High,Y,17+,37.5,174.3,42,0
830,12*****,High,Y,17+,78.4,100.4,37,0
831,45*****,High,Y,<17,25.7,153.6,39,0
832,12*****,Medium,Y,<17,53.6,188.1,41,0
833,12*****,Medium,Y,<17,63.8,171.5,38,0
834,12*****,High,Y,17+,67.5,180.8,40,0
835,12*****,Medium,Y,<17,51.2,121.5,42,1
836,34*****,Medium,Y,<17,77.4,178.2,35,0
837,67*****,Medium,Y,17+,35.7,195.7,38,0
838,12*****,High,Y,<17,74.6,148.3,42,1
839,56*****,Medium,Y,<17,34.0,158.3,39,1
840,12*****,High,Y,17+,71.0,128.7,36,0
841,23*****,High,Y,<17,52.5,120.3,37,1
842,12*****,Medium,Y,<17,73.1,136.2,37,1
843,12*****,Medium,Y,<17,53.5,151.4,39,1
844,23*****,Low,N,17+,41.2,164.9,36,0
845,45*****,Medium,Y,<17,36.9,147.5,35,0
846,23*****,High,Y,17+,57.8,192.6,41,0
847,34*****,Medium,Y,17+,33.5,106.7,38,0
848,23*****,Medium,Y,17+,49.8,182.1,41,0
849,67*****,Medium,Y,,79.6,150.0,35,0
850,56*****,Low,N,17+,69.3,142.3,34,0
851,23*****,High,Y,<17,46.9,147.1,36,1
852,23*****,High,Y,17+,46.5,160.3,42,1
853,45*****,High,Y,<17,78.1,105.9,40,0
854,45*****,Medium,Y,<17,69.8,107.1,38,1
855,56*****,High,Y,<17,68.3,190.3,35,0
856,23*****,Medium,Y,<17,59.7,139.4,35,1
857,12*****,Low,N,<17,50.6,157.3,39,0
858,12*****,High,Y,<17,31.5,196.6,40,1
859,56*****,Medium,Y,17+,38.5,104.4,34,1
860,45*****,Low,N,<17,46.6,158.3,34,1
861,23*****,High,Y,17+,43.2,113.1,36,1
862,34*****,Low,N,17+,23.3,168.7,42,1
863,45*****,High,Y,<17,70.7,165.3,36,1
864,23*****,High,Y,17+,31.4,176.8,42,0
865,56*****,High,Y,<17,29.1,102.7,42,1
866,45*****,Low,N,17+,62.6,112.2,40,1
867,34*****,Medium,Y,17+,75.7,131.3,42,0
868,34*****,High,Y,<17,78.6,117.2,42,1
869,12*****,Low,N,<17,61.7,187.2,40,0
870,56*****,Medium,Y,<17,57.9,146.8,36,0
871,56*****,High,Y,17+,58.4,145.5,34,1
872,56*****,Medium,Y,<17,37.2,145.8,40,0
873,23*****,High,Y,17+,67.7,131.2,42,1
874,34*****,High,Y,17+,55.8,144.5,39,1
875,34*****,High,Y,<17,62.9,120.2,34,0
876,45*****,Medium,Y,17+,78.6,174.8,38,1
877,45*****,High,Y,<17,53.5,197.0,39,1
878,67*****,High,Y,<17,25.7,187.1,36,1
879,34*****,Low,N,<17,24.3,158.2,42,0
880,23*****,High,Y,17+,23.1,118.9,38,0
881,45*****,High,Y,<17,23.6,100.6,40,0
882,34*****,High,Y,17+,25.7,120.5,37,1
883,45*****,Medium,Y,<17,22.0,121.3,42,0
884,56*****,Medium,Y,<17,31.7,115.7,37,0
885,23*****,High,Y,17+,42.8,143.3,37,1
886,56*****,High,Y,<17,66.1,188.6,38,1
887,12*****,Medium,Y,17+,78.5,178.5,42,0
888,12*****,High,Y,<17,27.7,111.0,36,1
889,12*****,Medium,Y,17+,56.7,173.9,37,0
890,45*****,High,Y,<17,30.2,124.3,42,1
891,23*****,High,Y,17+,64.7,105.4,39,0
892,56*****,High,Y,<17,59.0,144.6,39,0
893,45*****,Low,N,17+,48.0,112.2,37,0
894,56*****,High,Y,17+,76.2,169.8,39,0
895,34*****,Medium,Y,<17,44.0,124.6,40,1
896,12*****,High,Y,,56.4,117.1,34,0
897,12*****,Low,N,17+,23.4,112.7,34,0
898,12*****,Medium,Y,<17,44.9,165.8,40,0
899,12*****,Medium,Y,<17,22.3,105.4,42,0
900,23*****,Medium,Y,<17,54.0,127.1,40,1
901,34*****,High,Y,<17,76.6,124.2,34,1
902,56*****,High,Y,<17,45.3,121.5,38,0
903,34*****,Medium,Y,<17,35.7,173.0,37,1
904,34*****,High,Y,<17,79.0,155.8,36,0
905,12*****,High,Y,17+,75.3,100.8,42,1
906,12*****,High,Y,<17,77.5,184.5,42,1
907,12*****,High,Y,17+,37.7,175.8,35,1
908,23*****,High,Y,17+,34.8,166.9,35,0
909,56*****,Low,N,17+,64.9,102.0,36,1
910,67*****,High,Y,17+,30.7,139.1,42,1
911,12*****,Medium,Y,<17,20.8,114.4,39,0
912,23*****,Low,N,<17,38.9,116.2,37,1
913,34*****,High,Y,<17,50.2,123.2,36,0
914,23*****,High,Y,<17,21.9,137.3,39,0
915,23*****,Medium,Y,17+,61.2,124.1,40,1
916,45*****,High,Y,<17,78.0,116.3,34,1
917,34*****,High,Y,<17,60.9,124.8,34,1
918,23*****,High,Y,17+,37.8,179.8,38,0
919,12*****,Low,N,<17,40.0,112.4,42,1
920,23*****,High,Y,<17,77.9,198.6,40,0
921,12*****,High,Y,17+,39.4,139.5,41,1
922,67*****,High,Y,<17,63.8,130.0,41,0
923,23*****,Medium,Y,<17,35.4,154.6,40,1
924,34*****,High,Y,17+,47.6,173.4,38,1
925,56*****,High,Y,17+,62.0,146.1,40,1
926,56*****,High,Y,17+,73.0,121.0,34,0
927,12*****,Medium,Y,17+,50.4,161.9,34,0
928,45*****,High,Y,17+,76.8,153.3,37,0
929,45*****,Medium,Y,<17,78.8,165.3,35,1
930,12*****,Medium,Y,<17,28.9,161.4,41,0
931,56*****,Medium,Y,17+,67.2,192.4,35,1
932,45*****,Medium,Y,<17,22.9,190.6,37,0
933,45*****,Low,N,<17,43.6,185.6,41,0
934,34*****,High,Y,<17,79.8,188.1,37,1
935,23*****,High,Y,<17,68.1,194.9,42,1
936,23*****,Low,N,<17,68.9,165.2,36,1
937,56*****,Medium,Y,<17,46.1,190.3,35,1
938,56*****,High,Y,<17,53.7,180.4,42,1
939,23*****,Low,N,<17,33.3,114.4,36,1
940,12*****,Medium,Y,17+,59.2,187.9,42,0
941,34*****,High,Y,17+,64.7,132.2,36,0
942,67*****,High,Y,17+,62.2,135.5,34,1
943,34*****,Medium,Y,17+,45.7,123.7,39,1
944,45*****,Medium,Y,<17,70.4,163.3,42,1
945,45*****,High,Y,<17,43.0,120.0,42,0
946,67*****,High,Y,<17,42.0,104.8,38,0
947,45*****,High,Y,<17,30.4,149.1,38,1
948,12*****,Low,N,<17,33.8,183.0,36,1
949,34*****,Medium,Y,<17,35.4,197.7,40,0
950,34*****,High,Y,<17,36.8,104.7,34,0
951,12*****,High,Y,17+,56.5,176.0,37,0
952,67*****,Low,N,<17,48.6,126.7,41,0
953,56*****,High,Y,<17,27.6,167.7,35,0
954,34*****,High,Y,<17,26.2,190.3,38,1
955,23*****,Medium,Y,<17,80.0,107.2,35,0
956,34*****,High,Y,<17,74.6,195.3,38,1
957,12*****,Medium,Y,17+,33.0,121.0,35,0
958,23*****,High,Y,<17,66.1,130.9,37,1
959,34*****,Low,N,<17,27.7,175.9,42,0
960,56*****,Medium,Y,<17,52.2,155.4,35,1
961,34*****,Low,N,<17,71.5,130.9,41,0
962,12*****,Medium,Y,17+,53.6,196.8,41,1
963,23*****,Low,N,<17,42.2,198.0,36,1
964,34*****,High,Y,17+,23.7,125.9,36,0
965,12*****,High,Y,<17,39.2,155.7,36,1
966,56*****,High,Y,17+,37.2,147.4,41,0
967,67*****,Low,N,17+,39.7,142.7,39,0
968,45*****,High,Y,<17,36.8,158.9,34,0
969,12*****,Medium,Y,<17,54.6,180.4,38,1
970,34*****,Medium,Y,17+,57.7,157.7,35,1
971,56*****,High,Y,<17,64.1,138.5,34,0
972,56*****,Low,N,<17,23.2,114.1,39,0
973,12*****,Medium,Y,<17,33.5,115.8,34,0
974,56*****,High,Y,<17,60.4,123.4,39,0
975,23*****,Medium,Y,17+,21.8,152.4,34,0
976,12*****,High,Y,<17,40.1,175.5,35,1
977,12*****,High,Y,,47.2,179.2,41,1
978,23*****,Low,N,<17,54.6,145.8,39,1
979,45*****,Medium,Y,17+,30.4,179.7,41,1
980,45*****,Medium,Y,17+,42.4,131.0,40,0
981,56*****,High,Y,17+,38.3,118.0,40,0
982,67*****,High,Y,<17,55.7,164.9,34,1
983,12*****,Low,N,<17,27.6,195.4,37,0
984,56*****,High,Y,<17,79.2,199.8,38,0
985,56*****,High,Y,17+,51.8,108.4,41,0
986,34*****,High,Y,<17,59.2,103.9,39,1
987,45*****,Low,N,<17,58.4,153.3,34,1
988,23*****,High,Y,17+,64.5,196.6,39,1
989,23*****,High,Y,17+,59.3,125.3,36,1
990,12*****,High,Y,17+,65.8,177.9,37,0
991,56*****,Medium,Y,17+,46.3,125.0,39,0
992,12*****,High,Y,<17,78.3,142.7,39,0
993,34*****,Medium,Y,17+,67.0,110.8,42,1
994,67*****,Medium,Y,17+,32.2,112.4,35,0
995,12*****,Medium,Y,17+,55.3,158.8,40,1
996,56*****,Medium,Y,<17,27.1,137.8,41,0
997,12*****,High,Y,<17,43.8,138.7,35,0
998,45*****,Low,N,<17,77.8,100.2,35,0
999,12*****,High,Y,17+,64.5,166.7,36,0
1000,12*****,High,Y,<17,41.1,141.6,38,0
1001,45*****,Low,N,<17,49.2,138.1,38,1
1002,56*****,High,Y,<17,68.7,103.0,35,0
1003,12*****,High,Y,<17,25.0,178.8,39,0
1004,67*****,Medium,Y,<17,69.9,172.2,40,1
1005,12*****,Medium,Y,17+,28.7,169.2,41,1
1006,12*****,High,Y,<17,77.4,157.2,38,1
1007,56*****,Low,N,<17,32.2,158.6,40,0
1008,12*****,Low,N,<17,64.9,116.3,39,0
1009,67*****,High,Y,17+,78.9,144.5,35,0
1010,56*****,Medium,Y,17+,34.1,105.5,39,0
1011,34*****,Medium,Y,<17,32.8,133.6,35,0
1012,45*****,Medium,Y,17+,34.2,108.1,36,0
1013,56*****,Low,N,<17,50.3,128.5,37,0
1014,23*****,Medium,Y,17+,21.7,103.5,38,0
1015,12*****,Low,N,17+,73.7,177.8,38,0
1016,56*****,High,Y,17+,40.3,106.7,34,0
1017,12*****,Low,N,<17,73.8,196.0,42,0
1018,56*****,High,Y,<17,52.7,112.9,42,1
1019,45*****,Medium,Y,17+,23.0,170.1,36,0
1020,45*****,High,Y,<17,42.8,122.1,41,1
1021,45*****,High,Y,17+,57.0,196.3,34,0
1022,56*****,High,Y,<17,39.8,196.2,37,0
1023,34*****,Medium,Y,17+,79.0,142.6,37,0
1024,23*****,High,Y,<17,60.6,193.7,36,1
1025,67*****,High,Y,<17,73.7,135.9,37,1
1026,12*****,High,Y,<17,51.1,199.8,36,0
1027,23*****,High,Y,<17,24.9,126.5,41,1
1028,56*****,High,Y,<17,69.3,127.4,37,0
1029,12*****,Low,N,<17,67.2,134.2,38,1
1030,56*****,High,Y,17+,57.6,153.3,35,1
1031,34*****,Low,N,17+,62.7,122.5,36,1
1032,56*****,High,Y,17+,20.2,139.8,37,0
1033,56*****,High,Y,<17,22.8,134.8,37,1
1034,45*****,High,Y,17+,52.0,149.9,34,0
1035,56*****,High,Y,17+,39.2,120.7,34,0
1036,12*****,Low,N,17+,36.5,105.5,34,1
1037,56*****,Medium,Y,<17,79.6,138.0,37,0
1038,45*****,Low,N,<17,40.1,125.0,35,1
1039,56*****,High,Y,<17,54.3,140.3,36,0
1040,12*****,High,Y,17+,44.2,100.4,34,0
1041,23*****,High,Y,17+,64.8,193.0,37,0
1042,34*****,High,Y,<17,28.8,164.1,40,1
1043,34*****,High,Y,17+,60.5,156.1,34,0
1044,45*****,High,Y,,51.1,142.1,38,1
